Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Log_Fresh,Log_Milk,Log_Grocery,Log_Frozen,Log_Detergents_Paper,Log_Delicassen
1,3,9898,961,2861,3151,242,833,9.200189020919808,6.8690144506657065,7.959275960116396,8.05579245097777,5.493061443340548,6.726233402358747
1,3,14276,803,3045,485,100,518,9.56640512978922,6.6895992691789665,8.021584533455107,6.186208623900494,4.61512051684126,6.251903883165888
2,3,4113,20484,25957,1158,8604,5206,8.322151070212902,9.927448189980971,10.164235126247704,7.055312843339752,9.06009870864564,8.557759153162898
1,3,43088,2100,2609,1200,1107,823,10.671023023099933,7.650168700845001,7.867105500316739,7.0909098220799835,7.010311867307229,6.714170529909472
1,3,18815,3610,11107,1148,2134,2963,9.842462850698354,8.191740021277457,9.31542084842669,7.046647277848756,7.666221925662725,7.994294986415977
1,3,2612,4339,3133,2088,820,985,7.868254265520613,8.375629627094451,8.050065422915965,7.644440761556566,6.710523109452428,6.893656354602635
1,3,21632,1318,2886,266,918,405,9.981975205584869,7.1846291527173145,7.967973179662935,5.58724865840025,6.823286122355687,6.0063531596017325
1,3,29729,4786,7326,6130,361,1083,10.299911915992144,8.473659189392508,8.899321434159964,8.721113147762688,5.8916442118257715,6.988413181999592
1,3,1502,1979,2262,425,483,395,7.315218389752975,7.590852123688581,7.724446645633537,6.054439346269371,6.182084906716632,5.981414211254481
2,3,688,5491,11091,833,4239,436,6.535241271013659,8.61104776688786,9.313979406735669,6.726233402358747,8.352318548226004,6.07993319509559
1,3,29955,4362,5428,1729,862,4626,10.307484917369258,8.38091517312361,8.599510233905452,7.455876687491824,6.760414691083428,8.439663988907
2,3,15168,10556,12477,1920,6506,714,9.627009150591672,9.264544425989694,9.431722372670732,7.560601162768557,8.780633799494984,6.5722825426940075
2,3,4591,15729,16709,33,6956,433,8.432070937999402,9.663324996052323,9.72376262158944,3.5263605246161616,8.847503625923641,6.073044534100405
1,3,56159,555,902,10002,212,2916,10.935960038699692,6.320768294250582,6.805722553416985,9.21064032698518,5.3612921657094255,7.978310969867722
1,3,24025,4332,4757,9510,1145,5864,10.086891856281321,8.374015421739909,8.467582690862903,9.160204302482386,7.044032897274685,8.676757761087575
1,3,19176,3065,5956,2033,2575,2802,9.861466923273516,8.028129059431759,8.692322277628687,7.617759576608505,7.853993087224244,7.938445551164788
2,3,10850,7555,14961,188,6899,46,9.292012520620208,8.9300972286214,9.61326893243235,5.241747015059643,8.83927669058535,3.8501476017100584
2,3,630,11095,23998,787,9529,72,6.447305862541213,9.314339961994667,10.085767441795337,6.669498089857879,9.162199996648248,4.290459441148391
2,3,9670,7027,10471,541,4618,65,9.176886995716963,8.857657449306988,9.256460307589736,6.295266001439646,8.437933510430605,4.189654742026425
2,3,5181,22044,21531,1740,7353,4985,8.552946361122055,10.000841097792039,9.977295479680848,7.462214939768189,8.902999661861218,8.514389264083503
2,3,3103,14069,21955,1668,6792,1452,8.04044688130311,9.551800150108434,9.99679572966978,7.419979923661835,8.823647949191303,7.2813856635702825
2,3,44466,54259,55571,7782,24171,6465,10.702502620019327,10.901542586212923,10.925434756268752,8.959697146959389,10.09295021748145,8.774312958285378
2,3,11519,6152,10868,584,5121,1476,9.351839934249883,8.724695046740491,9.293669979563187,6.371611847231857,8.541300266759471,7.29776828253138
2,3,4967,21412,28921,1798,13583,1163,8.510772623613315,9.971753493206217,10.272357830174737,7.4949862339505335,9.516647908551128,7.059617628291383
1,3,6269,1095,1980,3860,609,2162,8.743531633626967,6.999422467507961,7.591357046698551,8.258681496264236,6.413458957167357,7.679251425953058
1,3,3347,4051,6996,239,1538,301,8.116118431609365,8.306965865368573,8.853236764745898,5.480638923341991,7.338888133838879,5.71042701737487
2,3,40721,3916,5876,532,2587,1278,10.614523765931814,8.27308133366583,8.678801706612651,6.278521424165844,7.858640655620791,7.153833801578843
2,3,491,10473,11532,744,5611,224,6.198478716492308,9.256651274839433,9.35296777022594,6.61338421837956,8.632662441222351,5.41610040220442
1,3,27329,1449,1947,2436,204,1333,10.215740278922114,7.27931883541462,7.5745584842024805,7.798523053625206,5.3230099791384085,7.195937226475569
1,3,5264,3683,5005,1057,2024,1130,8.568836424568076,8.211754397375197,8.518392471991719,6.964135612418245,7.613324979540639,7.030857476116121
2,3,4098,29892,26866,2616,17740,1340,8.318498320504338,10.30537961825751,10.198654046697536,7.869783902530146,9.783633624060649,7.201170883281678
2,3,5417,9933,10487,38,7572,1282,8.59748202264504,9.203718495667296,9.257987025443535,3.6635616461296463,8.932344569113823,7.1569563646156364
1,3,13779,1970,1648,596,227,436,9.53097354456765,7.58629630715272,7.407924322559599,6.391917113392602,5.429345628954441,6.07993319509559
1,3,6137,5360,8040,129,3084,1603,8.722254235179681,8.586905803827538,8.99230873254815,4.867534450455582,8.034306936339489,7.38025578842646
2,3,8590,3045,7854,96,4095,225,9.058470422638056,8.021584533455107,8.96890555068972,4.574710978503383,8.317766166719343,5.420534999272286
2,3,35942,38369,59598,3254,26701,2017,10.489689629308009,10.555031183240999,10.995394074389191,8.08794755464267,10.19249374795004,7.609862200913554
2,3,7823,6245,6544,4154,4074,964,8.964951211714654,8.739696537843024,8.786456678344,8.332067707289548,8.312626025674962,6.872128101338986
2,3,9396,11601,15775,2896,7677,1295,9.148145768383065,9.358932776026009,9.666245076842417,7.9714309977693505,8.946114375560743,7.16703787691222
1,3,4760,1227,3250,3724,1247,1145,8.46821300919452,7.113142108707088,8.086717920303906,8.22282213081366,7.129297548929373,7.044032897274685
2,3,85,20959,45828,36,24231,1423,4.454347296253507,9.950371138434978,10.732672357496405,3.6109179126442243,10.095429352707074,7.261225091971921
1,3,9,1534,7417,175,3468,27,2.302585092994046,7.336285660021297,8.911664758049536,5.170483995038151,8.15162164696975,3.332204510175204
2,3,19913,6759,13462,1256,5141,834,9.89917828094803,8.81877816903701,9.507700460979235,7.136483208590247,8.545197387825835,6.727431724850855
1,3,2446,7260,3993,5870,788,3095,7.802618063442671,8.890272839380247,8.29254851397576,8.677780256064185,6.670766320845874,8.037866234709618
1,3,8352,2820,1293,779,656,144,9.030376034755907,7.944846711001996,7.165493475060845,6.659293919683638,6.48768401848461,4.976733742420574
1,3,16705,2037,3202,10643,116,1365,9.723523215315852,7.61972421378267,8.071843149609158,9.27275163209758,4.762173934797756,7.2196420401307355
1,3,18291,1266,21042,5373,4173,14472,9.814219084777946,7.144407180321139,9.954323242238624,8.589327789175437,8.336630087637147,9.580040123637605
1,3,4420,5139,2661,8872,1321,181,8.394121193826242,8.544808358449211,7.8868329989550565,9.090768236835338,7.186901020411631,5.204006687076795
2,3,19899,5332,8713,8132,764,648,9.898475010712584,8.581669210600602,9.072686206677387,9.003685138166775,6.639875833826536,6.47543271670409
2,3,8190,6343,9794,1285,1901,1780,9.010791269515602,8.755264763314685,9.189627330378642,7.1592919047975645,7.550661243105336,7.484930283289661
1,3,20398,1137,3,4407,3,975,9.923241159022965,7.037027614686276,1.3862943611198906,8.391176350832751,1.3862943611198906,6.883462586413092
1,3,717,3587,6532,7530,529,894,6.576469569048224,8.185350223178686,8.78462153484075,8.926783114101351,6.272877006546167,6.796823718274855
2,3,12205,12697,28540,869,12034,1009,9.40968291310444,9.449199779730396,10.259096928959389,6.76849321164863,9.395574350217172,6.917705609835305
1,3,10766,1175,2067,2096,301,167,9.284241179815718,7.069874128458572,7.63433723562832,7.64826303090192,5.71042701737487,5.123963979403259
1,3,1640,3259,3655,868,1202,1653,7.403061091090091,8.089482474360754,8.204124932574041,6.767343125265392,7.0925737159746784,7.4109518755836366
1,3,7005,829,3009,430,610,529,8.854522203757432,6.721425700790643,8.009695357742922,6.066108090103747,6.415096959171596,6.272877006546167
2,3,219,9540,14403,283,7818,156,5.393627546352362,9.163353580751846,9.575261224768767,5.648974238161206,8.964311948124514,5.056245805348308
2,3,10362,9232,11009,737,3537,2342,9.245997049184217,9.130539301772627,9.306559229716726,6.6039438246004725,8.17131687471973,7.759187438507795
1,3,20874,1563,1783,2320,550,772,9.946307549719057,7.355001921105257,7.486613313139955,7.749753406274437,6.311734809152915,6.650279048587422
2,3,11867,3327,4814,1178,3837,120,9.381600981410713,8.1101268019411,8.479491324232226,7.072421900537371,8.252706676567644,4.795790545596741
2,3,16117,46197,92780,1026,40827,2944,9.687691938884457,10.7406917860895,11.437997156432605,6.934397209928558,10.61712339952339,7.987864096085687
2,3,22925,73498,32114,987,20070,903,10.040026916674956,11.205027079666197,10.377078489691893,6.895682697747868,9.907031266159493,6.806829360392176
1,3,43265,5025,8117,6312,1579,14351,10.675122386144814,8.522379718103538,9.001839097398843,8.750366278367625,7.365180126021013,9.571644584298577
1,3,7864,542,4042,9735,165,46,8.970177815492379,6.297109319933935,8.304742269640771,9.183585634667363,5.111987788356544,3.8501476017100584
1,3,24904,3836,5330,3443,454,3178,10.122823865507383,8.252446090246952,8.581294116822761,8.144388865547622,6.12029741895095,8.064321960910803
1,3,11405,596,1638,3347,69,360,9.341894811716484,6.391917113392602,7.40184157874383,8.116118431609365,4.248495242049359,5.8888779583328805
1,3,12754,2762,2530,8693,627,1117,9.453678630575912,7.924072324923417,7.836369760545124,9.070388411548738,6.4425401664681985,7.0192966537150445
2,3,9198,27472,32034,3232,18906,5130,9.126850061477157,10.220958983173661,10.374584334073122,8.081165777725433,9.847287502847928,8.543055850941965
1,3,11314,3090,2062,35009,71,2698,9.333884558067638,8.036249942132116,7.631916513071252,10.463389013948712,4.276666119016055,7.900636613018005
2,3,5626,12220,11323,206,5038,244,8.635331719433278,9.410911062438,9.33467964623179,5.332718793265369,8.524962928680598,5.501258210544727
1,3,3,2920,6252,440,223,709,1.3862943611198906,7.979681302387741,8.740816627567298,6.089044875446846,5.4116460518550396,6.565264970035361
2,3,23,2616,8118,145,3874,217,3.1780538303479458,7.869783902530146,9.001962272862446,4.983606621708336,8.262300941787448,5.384495062789089
1,3,403,254,610,774,54,63,6.0014148779611505,5.541263545158426,6.415096959171596,6.652863029353347,4.007333185232471,4.1588830833596715
1,3,503,112,778,895,56,132,6.222576268071369,4.727387818712341,6.658011045870748,6.79794041297493,4.04305126783455,4.890349128221754
1,3,9658,2182,1909,5639,215,323,9.175645402179295,7.688455356549944,7.554858521040676,8.637639344492104,5.375278407684165,5.780743515792329
2,3,11594,7779,12144,3252,8035,3029,9.358329249689632,8.959311617172437,9.404672841436273,8.087332926473351,8.991686725934825,8.016317898503415
2,3,1420,10810,16267,1593,6766,1838,7.259116128097101,9.288319413292772,9.696955267027116,7.374001859350161,8.819813136232225,7.516977224604321
2,3,2932,6459,7677,2561,4573,1386,7.983781068977451,8.773384596776648,8.946114375560743,7.848543482456679,8.428143374582726,7.234898420314831
1,3,56082,3504,8906,18028,1480,2498,10.934588015284797,8.16194579946869,9.09459276343187,9.7997368515422,7.300472814267799,7.823645930834952
1,3,14100,2132,3445,1336,1491,548,9.55400099583723,7.665284718471351,8.144969417087875,7.198183577101943,7.307872780763706,6.3080984415095305
1,3,15587,1014,3970,910,139,1378,9.6542566664586,6.922643891475888,8.286773231131251,6.814542897259958,4.941642422609304,7.229113877793302
2,3,1454,6337,10704,133,6830,1831,7.282761179605593,8.754318540250866,9.278466201023782,4.897839799950911,8.82922635473185,7.513163545234075
2,3,8797,10646,14886,2471,8969,1438,9.082279701908664,9.273033441314606,9.608243627877057,7.812782818577581,9.101640955052842,7.271703706887368
2,3,1531,8397,6981,247,2505,1236,7.3343293503005365,9.035748861244139,8.851090687664982,5.5134287461649825,7.826443135456014,7.1204443723924875
2,3,1406,16729,28986,673,836,3,7.249215057114389,9.72495879398087,10.274602732600881,6.513230110912307,6.729824070489475,1.3862943611198906
1,3,11818,1648,1694,2276,169,1647,9.377463685012241,7.407924322559599,7.43543801981455,7.7306140660637395,5.135798437050262,7.4073177104694174
2,3,12579,11114,17569,805,6457,1519,9.439863530254431,9.316050826398296,9.773948181181144,6.692083742506628,8.77307495131822,7.326465613840322
1,3,19046,2770,2469,8853,483,2708,9.85466488783856,7.9269635448629785,7.8119734296220225,9.088624613292087,6.182084906716632,7.904334842085095
1,3,14438,2295,1733,3220,585,1561,9.577688157971219,7.738923757439457,7.458186157340487,8.0774471493312,6.373319789577012,7.3537223303996315
1,3,18044,1080,2000,2555,118,1266,9.800623917076889,6.985641817639208,7.601402334583733,7.846198815497425,4.77912349311153,7.144407180321139
1,3,11134,793,2988,2715,276,610,9.317848579691468,6.677083461247136,8.002694162283937,7.906915488678587,5.6240175061873385,6.415096959171596
1,3,11173,2521,3355,1517,310,222,9.321344930019094,7.8328075165248645,8.118505067587098,7.325148957955575,5.739792912179234,5.407171771460119
1,3,6990,3880,5380,1647,319,1160,8.852378886511985,8.263848131368906,8.59062950948942,7.4073177104694174,5.768320995793772,7.057036981697891
1,3,20049,1891,2362,5343,411,933,9.905984432734716,7.545389749611823,7.767687277186908,8.583729715216482,6.021023349349527,6.839476438228843
1,3,8258,2344,2147,3896,266,635,9.019058793810718,7.76004068088038,7.672292455628756,8.26796230533871,5.58724865840025,6.455198563340122
1,3,17160,1200,3412,2417,174,1136,9.750394646402302,7.0909098220799835,8.135346948906706,7.790696031174738,5.1647859739235145,7.036148493750536
1,3,4020,3234,1498,2395,264,255,8.299285906897275,8.081784206935001,7.312553498102598,7.78155595923534,5.579729825986222,5.545177444479562
1,3,12212,201,245,1991,25,860,9.410256237171089,5.308267697401205,5.5053315359323625,7.596894438144544,3.258096538021482,6.7580945044277305
2,3,11170,10769,8814,2194,1976,143,9.321076413570848,9.284519770150434,9.08421009483197,7.693937325509272,7.589335823170617,4.969813299576001
1,3,36050,1642,2961,4787,500,1621,10.492689881579409,7.404279118037268,7.993619994827744,8.473868066677865,6.2166061010848646,7.3914152346753585
1,3,76237,3473,7102,16538,778,918,11.24161530503541,8.153061946801051,8.86827250899781,9.713476507257793,6.658011045870748,6.823286122355687
1,3,19219,1840,1658,8195,349,483,9.863706682524283,7.518064181233078,7.413970290190444,9.011401509358791,5.857933154483459,6.182084906716632
2,3,21465,7243,10685,880,2386,2749,9.97422556704147,8.887928819003305,9.276689752517717,6.78105762593618,7.77779262633883,7.919356190660617
1,3,140,8847,3823,142,1062,3,4.948759890378168,9.087946723762116,8.249052274171293,4.962844630259907,6.968850378341948,1.3862943611198906
1,3,42312,926,1510,1718,410,1819,10.652849646423808,6.831953565565855,7.32052696227274,7.449498005382849,6.018593214496234,7.506591780070841
1,3,7149,2428,699,6316,395,911,8.874867635688053,7.795234929002173,6.551080335043404,8.7509996908987,5.981414211254481,6.815639990074331
1,3,2101,589,314,346,70,310,7.650644551436897,6.380122536899765,5.752572638825633,5.849324779946859,4.2626798770413155,5.739792912179234
1,3,14903,2032,2479,576,955,328,9.609384912281424,7.617267813628347,7.8160138391590275,6.3578422665081,6.862757913051401,5.796057750765372
1,3,9434,1042,1235,436,256,396,9.152181457802651,6.949856455000773,7.119635638017636,6.07993319509559,5.54907608489522,5.983936280687191
1,3,7388,1882,2174,720,47,537,8.907747686788648,7.5406215286571525,7.684783943522785,6.580639137284949,3.871201010907891,6.2878585601617845
1,3,6300,1289,2591,1170,199,326,8.748463629942055,7.162397497355718,7.860185057472165,7.065613363597717,5.298317366548036,5.7899601708972535
1,3,4625,8579,7030,4575,2447,1542,8.439447842791385,9.057189192482008,8.858084222199162,8.428580533059634,7.803026643632217,7.341483852363161
1,3,3087,8080,8282,661,721,36,8.035278911144667,8.997270906233448,9.021960500598263,6.495265555937008,6.582025138892826,3.6109179126442243
1,3,13537,4257,5034,155,249,3271,9.513255825068553,8.356554845453426,8.524168805152662,5.049856007249537,5.521460917862246,8.093156697722637
1,3,5387,4979,3343,825,637,929,8.591929537530255,8.513185170018698,8.114922974204593,6.716594773520978,6.45833828334479,6.835184586147301
1,3,17623,4280,7305,2279,960,2616,9.777016888482178,8.361941906144946,8.896451207355227,7.731930721948486,6.8679744089702925,7.869783902530146
1,3,30379,13252,5189,321,51,1450,10.321539776149764,9.491979220880678,8.554488976159934,5.7745515455444085,3.9512437185814275,7.280008252884188
1,3,37036,7152,8253,2995,20,3,10.519672691959444,8.875287128108384,9.018453210312527,8.005033344637111,3.044522437723423,1.3862943611198906
1,3,10405,1596,1096,8425,399,318,9.250137841850249,7.3758821482150125,7.00033446027523,9.039077442538963,5.991464547107982,5.765191102784844
1,3,18827,3677,1988,118,516,201,9.843100402521033,8.210124405164267,7.5953872788539725,4.77912349311153,6.248042874508429,5.308267697401205
2,3,22039,8384,34792,42,12591,4430,10.00061426326685,9.034199674257309,10.457171496104019,3.7612001156935624,9.440816970657185,8.39638057119949
1,3,7769,1936,2177,926,73,520,8.958025443361693,7.5688956634069955,7.686162303492906,6.831953565565855,4.30406509320417,6.255750041753367
1,3,9203,3373,2707,1286,1082,526,9.127393451155257,8.123854263105914,7.903965634032166,7.160069207596127,6.9874902470009905,6.267200548541362
1,3,5924,584,542,4052,283,434,8.686935966003333,6.371611847231857,6.297109319933935,8.307212626628308,5.648974238161206,6.075346031088684
1,3,31812,1433,1651,800,113,1440,10.367630290261705,7.2682230211595655,7.409741954080923,6.68586094706836,4.736198448394496,7.273092595999522
1,3,16225,1825,1765,853,170,1067,9.69437017295501,7.509883061154913,7.476472381163905,6.74993119378857,5.14166355650266,6.97354301952014
1,3,1289,3328,2022,531,255,1774,7.162397497355718,8.110427237575024,7.612336837167746,6.2766434893416445,5.545177444479562,7.4815557019095165
1,3,18840,1371,3135,3001,352,184,9.843790625278,7.22402480828583,8.0507033814703,8.007034012193408,5.8664680569332965,5.220355825078324
1,3,3463,9250,2368,779,302,1627,8.150179269682326,9.132486932771318,7.7702232041587855,6.659293919683638,5.713732805509369,7.395107546562485
1,3,622,55,137,75,7,8,6.434546518787453,4.02535169073515,4.927253685157205,4.330733340286331,2.0794415416798357,2.1972245773362196
2,3,1989,10690,19460,233,11577,2153,7.595889917718538,9.2771575450135,9.876167741881165,5.455321115357702,9.35686202463895,7.675081857716334
2,3,3830,5291,14855,317,6694,3182,8.25088114470065,8.573951525234847,9.606159103032542,5.762051382780177,8.809116258125274,8.065579427282092
1,3,17773,1366,2474,3378,811,418,9.78549199429842,7.220373836723949,7.813995675002791,8.12533508671429,6.699500340161678,6.037870919922137
2,3,2861,6570,9618,930,4004,1682,7.959275960116396,8.790421306897867,9.171495588152615,6.836259277277067,8.29529885950246,7.428333194190806
2,3,355,7704,14682,398,8077,303,5.87493073085203,8.949624747754216,9.594445640962938,5.988961416889864,8.996899596123358,5.717027701406222
2,3,1725,3651,12822,824,4424,2157,7.453561871643373,8.20303024171486,9.458995712459116,6.715383386334681,8.39502555744203,7.67693714581808
1,3,12434,540,283,1092,3,2233,9.428270356237505,6.293419278846481,5.648974238161206,6.996681488176539,1.3862943611198906,7.711548979629146
1,3,15177,2024,3810,2665,232,610,9.627602289963859,7.613324979540639,8.24564690087386,7.888334500738654,5.4510384535657,6.415096959171596
2,3,5531,15726,26870,2367,13726,446,8.61830469278465,9.663134259490725,10.198802917143304,7.769800996003896,9.52711997525166,6.102558594613569
2,3,5224,7603,8584,2540,3674,238,8.561210076833012,8.93642970360832,9.057771773331575,7.840312983320164,8.209308411646937,5.476463551931511
2,3,15615,12653,19858,4425,7108,2379,9.656051308652874,9.44572864970683,9.896412583864164,8.395251520610994,8.869116865929483,7.77485576666552
2,3,4822,6721,9170,993,4973,3637,8.481151420068972,8.81314100828505,9.123801610558944,6.901737206656574,8.51197962436335,8.199189359078067
1,3,2926,3195,3268,405,1680,693,7.9817332866918855,8.069655306886165,8.092239406724211,6.0063531596017325,7.427144133408616,6.542471960506805
1,3,5809,735,803,1393,79,429,8.667335849845957,6.601230118728877,6.6895992691789665,7.2399325913204695,4.382026634673881,6.063785208687608
1,3,5414,717,2155,2399,69,750,8.596928159435091,6.576469569048224,7.6760099320288875,7.783224016336037,4.248495242049359,6.621405651764134
2,3,260,8675,13430,1116,7015,323,5.564520407322694,9.068315871946766,9.505320746909074,7.018401799069201,8.855948534052018,5.780743515792329
2,3,200,25862,19816,651,8773,6250,5.303304908059076,10.160568654878034,9.894295434167212,6.480044561926653,9.07954808172616,8.740496729931813
1,3,955,5479,6536,333,2840,707,6.862757913051401,8.608860379942062,8.78523362361273,5.811140992976701,7.951911381854188,6.56244409369372
2,3,514,7677,19805,937,9836,716,6.244166900663736,8.946114375560743,9.893740201081249,6.843749949006225,9.193906065512758,6.57507584059962
1,3,286,1208,5241,2515,153,1442,5.659482215759621,7.097548850614793,8.564458383883352,7.830425617820331,5.0369526024136295,7.274479558773871
2,3,2343,7845,11874,52,4196,1697,7.759614150696903,8.967759126769497,9.382190628902842,3.970291913552122,8.34212526333359,7.437206366871292
1,3,45640,6958,6536,7368,1532,230,10.72856171434071,8.84779106484485,8.78523362361273,8.905037290767,7.334981878871814,5.442417710521793
1,3,12759,7330,4533,1752,20,2631,9.454070556898781,8.899867211223587,8.419359831067474,7.469083884921234,3.044522437723423,7.875499292445208
1,3,11002,7075,4945,1152,120,395,9.305923241869912,8.864464055279676,8.506334448081361,7.050122520269059,4.795790545596741,5.981414211254481
1,3,3157,4888,2500,4477,273,2165,8.057694194815587,8.494743062578646,7.824445930877619,8.4069317971587,5.6131281063880705,7.680637427560936
1,3,12356,6036,8887,402,1382,2794,9.42197798310419,8.705662478796427,9.092457331319466,5.998936561946683,7.232010331664759,7.9355873855892
1,3,112151,29627,18148,16745,4948,8550,11.627610373048372,10.29647513913318,9.806370741756401,9.725914702764378,8.506940814951886,9.053803514155955
1,3,694,8533,10518,443,6907,156,6.543911845564792,9.051813463747946,9.260938424739274,6.095824562432225,8.84043543926657,5.056245805348308
1,3,36847,43950,20170,36534,239,47943,10.514556622060466,10.69083065598303,9.912001208301334,10.506025984225317,5.480638923341991,10.777788942138022
1,3,327,918,4710,74,334,11,5.793013608384144,6.823286122355687,8.45765547870004,4.31748811353631,5.814130531825066,2.4849066497880004
1,3,8170,6448,1139,2181,58,247,9.008346579384707,8.771680359010377,7.038783541388542,7.687997166393016,4.07753744390572,5.5134287461649825
1,3,3009,521,854,3470,949,727,8.009695357742922,6.257667587882639,6.75110146893676,8.152198015861787,6.856461984594587,6.590301048196686
1,3,2438,8002,9819,6269,3459,3,7.79934339821592,8.987571750367046,9.192176401348512,8.743531633626967,8.14902386805177,1.3862943611198906
2,3,8040,7639,11687,2758,6839,404,8.99230873254815,8.941152882160566,9.366317953430535,7.922623574217286,8.830543010616596,6.003887067106539
2,3,834,11577,11522,275,4027,1856,6.727431724850855,9.35686202463895,9.352100317014015,5.62040086571715,8.301025253838453,7.526717561352706
1,3,16936,6250,1981,7332,118,64,9.737255856891121,8.740496729931813,7.591861714889934,8.9001399880938,4.77912349311153,4.174387269895637
1,3,13624,295,1381,890,43,84,9.519661619531444,5.69035945432406,7.231287004327616,6.792344427470809,3.784189633918261,4.442651256490317
1,3,5509,1461,2251,547,187,409,8.61431990214696,7.2875606403097235,7.719573989259581,6.306275286948016,5.236441962829949,6.016157159698354
2,3,180,3485,20292,959,5618,666,5.198497031265826,8.156510226079966,9.918031277976969,6.866933284461882,8.633908991112198,6.502790045915623
1,3,7107,1012,2974,806,355,1142,8.868976189274543,6.920671504248683,7.99799931797973,6.693323668269949,5.87493073085203,7.04141166379481
1,3,17023,5139,5230,7888,330,1755,9.742379392141371,8.544808358449211,8.562357743370612,8.97322466309509,5.802118375377063,7.470793774195062
1,1,30624,7209,4897,18711,763,2876,10.329571947847029,8.883224230278994,8.496582237512113,9.836920308264014,6.638567789166521,7.964503363551548
2,1,2427,7097,10391,1127,4314,1468,7.794823152179389,8.867568333206442,9.248791558350435,7.028201432058005,8.36985260351753,7.292337176173877
1,1,11686,2154,6824,3527,592,697,9.366232391933156,7.675546002537848,8.82834762005316,8.168486417126681,6.385194398997726,6.548219102762372
1,1,9670,2280,2112,520,402,347,9.176886995716963,7.732369222284388,7.655864017616056,6.255750041753367,5.998936561946683,5.8522024797744745
